,time (year),cddi,cpi,del_,deldi,dswi,epp,gdp,ic,inv,ir,ni,outp,pnis,pri,prin,rocddi,rs,sa,sswi
0,1980.0,8.9407e-09,0.0170094,28087.0,1.0,1.0,28087.0,28087.0,0.4,11234.8,0.0170094,28087.0,28087.0,1.0,1.0,1.0,8.9407e-09,28087.0,28087.0,1.0
1,1980.02,8.9407e-09,0.0170139,28097.9,1.0,1.0,28097.9,28105.1,0.4,11234.8,0.0170094,28097.9,28105.1,1.0,1.0,1.00027,8.9407e-09,28087.0,28097.9,1.0
2,1980.03,8.91887e-09,0.0170184,28108.8,1.0,1.0,28108.8,28123.1,0.400002,11234.9,0.0170094,28108.8,28123.1,1.0,1.0,1.00053,8.91887e-09,28087.1,28108.8,1.0
3,1980.05,-1.3552e-07,0.0170229,28119.7,1.0,1.0,28119.7,28141.2,0.400005,11235.1,0.0170093,28119.7,28141.2,1.0,1.0,1.0008,-1.3552e-07,28087.5,28119.7,1.0
4,1980.06,-5.6586e-07,0.0170272,28130.5,1.0,0.999999,28130.5,28159.3,0.40001,11235.5,0.0170091,28130.5,28159.3,1.0,1.0,1.00106,-5.6586e-07,28088.0,28130.5,1.0
5,1980.08,-1.42104e-06,0.0170314,28141.2,1.0,0.999999,28141.2,28177.3,0.400016,11235.9,0.0170088,28141.2,28177.3,1.0,1.0,1.00133,-1.42104e-06,28088.6,28141.2,1.0
6,1980.09,-2.83776e-06,0.0170353,28151.9,1.0,0.999997,28151.9,28195.3,0.400024,11236.5,0.0170082,28151.9,28195.3,1.0,1.0,1.0016,-2.83776e-06,28089.5,28151.9,1.0
7,1980.11,-4.95078e-06,0.017039,28162.6,1.0,0.999995,28162.6,28213.4,0.400035,11237.1,0.0170074,28162.6,28213.4,1.0,1.00001,1.00186,-4.95078e-06,28090.4,28162.6,1.0
8,1980.12,-7.89313e-06,0.0170424,28173.2,1.0,0.999992,28173.2,28231.4,0.400047,11237.9,0.0170062,28173.2,28231.4,1.0,1.00001,1.00213,-7.89314e-06,28091.6,28173.2,0.999999
9,1980.14,-1.17963e-05,0.0170453,28183.7,1.0,0.999988,28183.7,28249.5,0.400061,11238.9,0.0170046,28183.7,28249.5,1.0,1.00002,1.00239,-1.17963e-05,28092.8,28183.7,0.999999
10,1980.16,-1.67904e-05,0.0170478,28194.2,1.0,0.999983,28194.2,28267.5,0.400077,11239.9,0.0170026,28194.2,28267.5,1.0,1.00003,1.00266,-1.67904e-05,28094.3,28194.2,0.999998
11,1980.17,-2.30043e-05,0.0170498,28204.7,0.999999,0.999977,28204.7,28285.6,0.400096,11241.0,0.017,28204.7,28285.6,1.0,1.00004,1.00293,-2.30044e-05,28095.8,28204.7,0.999997
12,1980.19,-3.05658e-05,0.0170513,28215.1,0.999999,0.999969,28215.1,28303.7,0.400117,11242.3,0.016997,28215.1,28303.7,1.0,1.00005,1.00319,-3.05658e-05,28097.5,28215.1,0.999996
13,1980.2,-3.96015e-05,0.0170521,28225.5,0.999998,0.99996,28225.5,28321.8,0.40014,11243.7,0.0169933,28225.5,28321.8,1.0,1.00007,1.00346,-3.96015e-05,28099.4,28225.5,0.999994
14,1980.22,-5.02369e-05,0.0170523,28235.8,0.999998,0.99995,28235.8,28339.9,0.400165,11245.2,0.016989,28235.8,28339.9,1.0,1.00008,1.00373,-5.0237e-05,28101.3,28235.8,0.999992
15,1980.23,-6.25968e-05,0.0170518,28246.1,0.999997,0.999937,28246.0,28358.1,0.400193,11246.8,0.016984,28246.1,28358.1,1.0,1.0001,1.00399,-6.2597e-05,28103.4,28246.1,0.999989
16,1980.25,-7.68048e-05,0.0170506,28256.4,0.999996,0.999923,28256.3,28376.2,0.400224,11248.6,0.0169783,28256.4,28376.2,1.0,1.00013,1.00426,-7.68051e-05,28105.7,28256.4,0.999986
17,1980.27,-9.29836e-05,0.0170485,28266.6,0.999995,0.999907,28266.4,28394.4,0.400257,11250.4,0.0169717,28266.6,28394.4,1.0,1.00015,1.00453,-9.2984e-05,28108.0,28266.6,0.999982
18,1980.28,-0.000111255,0.0170456,28276.8,0.999993,0.999889,28276.6,28412.6,0.400293,11252.4,0.0169643,28276.8,28412.6,1.0,1.00019,1.00479,-0.000111255,28110.5,28276.8,0.999977
19,1980.3,-0.000131739,0.0170418,28286.9,0.999992,0.999868,28286.7,28430.9,0.400331,11254.5,0.016956,28286.9,28430.9,1.0,1.00022,1.00506,-0.00013174,28113.1,28286.9,0.999971
20,1980.31,-0.000154555,0.017037,28297.0,0.99999,0.999845,28296.7,28449.1,0.400373,11256.8,0.0169468,28297.0,28449.1,1.0,1.00026,1.00532,-0.000154557,28115.8,28297.0,0.999964
21,1980.33,-0.000179823,0.0170312,28307.1,0.999987,0.99982,28306.7,28467.4,0.400417,11259.2,0.0169365,28307.1,28467.4,1.0,1.0003,1.00559,-0.000179825,28118.6,28307.1,0.999957
22,1980.34,-0.000207658,0.0170244,28317.1,0.999984,0.999792,28316.6,28485.7,0.400464,11261.7,0.0169253,28317.1,28485.7,1.0,1.00035,1.00586,-0.000207661,28121.6,28317.1,0.999948
23,1980.36,-0.000238177,0.0170165,28327.1,0.999981,0.999762,28326.6,28504.1,0.400514,11264.3,0.0169129,28327.1,28504.1,1.0,1.0004,1.00612,-0.000238182,28124.6,28327.1,0.999938
24,1980.38,-0.000271495,0.0170074,28337.1,0.999977,0.999729,28336.4,28522.4,0.400567,11267.1,0.0168994,28337.1,28522.4,1.0,1.00045,1.00639,-0.000271501,28127.8,28337.1,0.999926
25,1980.39,-0.000307723,0.0169971,28347.0,0.999973,0.999692,28346.2,28540.8,0.400624,11270.0,0.0168847,28347.0,28540.8,1.0,1.00051,1.00665,-0.000307731,28131.1,28347.0,0.999913
26,1980.41,-0.000346974,0.0169856,28356.9,0.999968,0.999653,28356.0,28559.2,0.400683,11273.0,0.0168688,28356.9,28559.2,1.0,1.00058,1.00692,-0.000346985,28134.4,28356.9,0.999899
27,1980.42,-0.000389357,0.0169728,28366.8,0.999963,0.999611,28365.8,28577.6,0.400746,11276.2,0.0168517,28366.8,28577.6,1.0,1.00065,1.00719,-0.000389371,28137.9,28366.8,0.999883
28,1980.44,-0.000434979,0.0169586,28376.7,0.999957,0.999565,28375.5,28596.1,0.400812,11279.5,0.0168332,28376.7,28596.1,1.0,1.00073,1.00745,-0.000434998,28141.5,28376.7,0.999865
29,1980.45,-0.000483948,0.0169431,28386.5,0.99995,0.999516,28385.1,28614.5,0.400882,11282.9,0.0168134,28386.5,28614.5,1.0,1.00081,1.00772,-0.000483972,28145.2,28386.5,0.999846
30,1980.47,-0.000536367,0.0169261,28396.4,0.999942,0.999464,28394.7,28633.0,0.400955,11286.5,0.0167921,28396.4,28633.0,1.0,1.00089,1.00798,-0.000536398,28148.9,28396.4,0.999824
31,1980.48,-0.000592337,0.0169077,28406.2,0.999934,0.999408,28404.3,28651.5,0.401031,11290.1,0.0167695,28406.2,28651.5,1.0,1.00099,1.00824,-0.000592376,28152.8,28406.2,0.999801
32,1980.5,-0.000651958,0.0168878,28416.0,0.999925,0.999348,28413.8,28670.0,0.401111,11294.0,0.0167453,28416.0,28670.0,1.0,1.00109,1.00851,-0.000652007,28156.8,28416.0,0.999775
33,1980.52,-0.000715327,0.0168663,28425.8,0.999915,0.999285,28423.3,28688.6,0.401194,11298.0,0.0167196,28425.8,28688.6,1.0,1.00119,1.00877,-0.000715388,28160.8,28425.8,0.999747
34,1980.53,-0.000782539,0.0168433,28435.5,0.999904,0.999217,28432.8,28707.1,0.401281,11302.1,0.0166924,28435.5,28707.1,1.0,1.0013,1.00904,-0.000782615,28165.0,28435.5,0.999717
35,1980.55,-0.000853686,0.0168186,28445.3,0.999891,0.999146,28442.2,28725.7,0.401371,11306.3,0.0166636,28445.3,28725.7,1.0,1.00142,1.0093,-0.000853779,28169.2,28445.3,0.999685
36,1980.56,-0.000928857,0.0167922,28455.1,0.999878,0.999071,28451.6,28744.2,0.401465,11310.7,0.0166331,28455.1,28744.2,1.0,1.00155,1.00956,-0.00092897,28173.5,28455.1,0.99965
37,1980.58,-0.00100814,0.0167641,28464.9,0.999863,0.998992,28461.0,28762.8,0.401563,11315.2,0.016601,28464.9,28762.8,1.0,1.00168,1.00982,-0.00100827,28177.9,28464.9,0.999612
38,1980.59,-0.00109161,0.0167343,28474.6,0.999848,0.998908,28470.3,28781.4,0.401664,11319.9,0.0165672,28474.6,28781.4,1.0,1.00182,1.01009,-0.00109178,28182.4,28474.6,0.999572
39,1980.61,-0.00117936,0.0167027,28484.4,0.999831,0.99882,28479.6,28800.0,0.401769,11324.6,0.0165317,28484.4,28800.0,1.0,1.00197,1.01035,-0.00117956,28186.9,28484.4,0.999528
40,1980.62,-0.00127146,0.0166693,28494.2,0.999812,0.998728,28488.8,28818.6,0.401878,11329.6,0.0164943,28494.2,28818.6,1.0,1.00212,1.01061,-0.0012717,28191.6,28494.2,0.999482
41,1980.64,-0.00136798,0.0166341,28503.9,0.999792,0.998632,28498.0,28837.2,0.40199,11334.6,0.0164552,28503.9,28837.2,1.0,1.00228,1.01087,-0.00136826,28196.3,28503.9,0.999433
42,1980.66,-0.00146899,0.016597,28513.7,0.999771,0.998531,28507.2,28855.8,0.402106,11339.9,0.0164143,28513.7,28855.8,1.0,1.00245,1.01113,-0.00146933,28201.1,28513.7,0.999381
43,1980.67,-0.00157457,0.016558,28523.5,0.999748,0.998425,28516.4,28874.3,0.402226,11345.2,0.0163715,28523.5,28874.3,1.0,1.00262,1.01139,-0.00157497,28206.0,28523.5,0.999326
44,1980.69,-0.00168477,0.016517,28533.4,0.999723,0.998315,28525.5,28892.9,0.40235,11350.7,0.0163269,28533.4,28892.9,1.0,1.00281,1.01165,-0.00168523,28211.0,28533.4,0.999267
45,1980.7,-0.00179965,0.0164741,28543.2,0.999697,0.9982,28534.6,28911.5,0.402477,11356.3,0.0162803,28543.2,28911.5,1.0,1.003,1.01191,-0.00180019,28216.0,28543.2,0.999205
46,1980.72,-0.00191926,0.0164293,28553.1,0.999669,0.99808,28543.6,28930.1,0.402608,11362.1,0.0162318,28553.1,28930.1,1.0,1.0032,1.01216,-0.0019199,28221.1,28553.1,0.99914
47,1980.73,-0.00204367,0.0163824,28563.0,0.999639,0.997956,28552.7,28948.6,0.402743,11367.9,0.0161814,28563.0,28948.6,1.0,1.00341,1.01242,-0.0020444,28226.3,28563.0,0.999071
48,1980.75,-0.0021729,0.0163335,28572.9,0.999607,0.997826,28561.7,28967.2,0.402881,11374.0,0.016129,28572.9,28967.2,1.0,1.00362,1.01268,-0.00217376,28231.6,28572.9,0.998998
49,1980.77,-0.00230702,0.0162825,28582.9,0.999573,0.997692,28570.7,28985.7,0.403023,11380.1,0.0160747,28582.9,28985.7,1.0,1.00385,1.01293,-0.002308,28236.9,28582.9,0.998922
50,1980.78,-0.00244604,0.0162295,28592.9,0.999537,0.997553,28579.6,29004.2,0.403169,11386.4,0.0160183,28592.9,29004.2,1.0,1.00408,1.01319,-0.00244717,28242.3,28592.9,0.998842
51,1980.8,-0.00259001,0.0161744,28602.9,0.999499,0.997409,28588.6,29022.8,0.403318,11392.9,0.0159599,28602.9,29022.8,1.0,1.00432,1.01344,-0.00259131,28247.8,28602.9,0.998758
52,1980.81,-0.00273896,0.0161172,28613.0,0.999458,0.99726,28597.5,29041.2,0.403471,11399.4,0.0158995,28613.0,29041.2,1.0,1.00457,1.01369,-0.00274045,28253.3,28613.0,0.99867
53,1980.83,-0.00289291,0.0160579,28623.1,0.999416,0.997105,28606.4,29059.7,0.403628,11406.1,0.0158371,28623.1,29059.7,1.0,1.00482,1.01394,-0.00289461,28259.0,28623.1,0.998578
54,1980.84,-0.00305188,0.0159965,28633.3,0.99937,0.996946,28615.2,29078.1,0.403788,11412.9,0.0157726,28633.3,29078.1,1.0,1.00509,1.01419,-0.00305381,28264.6,28633.3,0.998482
55,1980.86,-0.00321589,0.015933,28643.5,0.999323,0.996782,28624.1,29096.5,0.403952,11419.9,0.0157061,28643.5,29096.5,1.0,1.00536,1.01444,-0.00321807,28270.4,28643.5,0.998382
56,1980.88,-0.00338494,0.0158673,28653.8,0.999272,0.996613,28632.9,29114.9,0.404119,11427.0,0.0156375,28653.8,29114.9,1.0,1.00565,1.01469,-0.0033874,28276.2,28653.8,0.998278
57,1980.89,-0.00355903,0.0157995,28664.1,0.99922,0.996438,28641.7,29133.3,0.404289,11434.2,0.0155669,28664.1,29133.3,1.0,1.00594,1.01494,-0.00356181,28282.1,28664.1,0.99817
58,1980.91,-0.00373818,0.0157295,28674.5,0.999164,0.996259,28650.6,29151.6,0.404463,11441.5,0.0154942,28674.5,29151.6,1.0,1.00624,1.01519,-0.00374131,28288.1,28674.5,0.998057
59,1980.92,-0.00392237,0.0156574,28685.0,0.999106,0.996074,28659.3,29169.9,0.40464,11448.9,0.0154194,28685.0,29169.9,1.0,1.00654,1.01543,-0.00392589,28294.1,28685.0,0.99794
60,1980.94,-0.0041116,0.0155832,28695.6,0.999044,0.995884,28668.1,29188.2,0.404821,11456.5,0.0153426,28695.6,29188.2,1.0,1.00686,1.01568,-0.00411553,28300.2,28695.6,0.997818
61,1980.95,-0.00430584,0.0155068,28706.2,0.99898,0.99569,28676.9,29206.4,0.405004,11464.2,0.0152638,28706.2,29206.4,1.0,1.00718,1.01592,-0.00431024,28306.4,28706.2,0.997692
62,1980.97,-0.00450509,0.0154283,28716.9,0.998913,0.99549,28685.7,29224.6,0.405191,11472.0,0.0151829,28716.9,29224.6,1.0,1.00752,1.01616,-0.00450999,28312.7,28716.9,0.997562
63,1980.98,-0.0047093,0.0153477,28727.7,0.998842,0.995285,28694.4,29242.7,0.405381,11480.0,0.0151,28727.7,29242.7,1.0,1.00786,1.01641,-0.00471476,28319.0,28727.7,0.997427
64,1981.0,-0.00491846,0.0152649,28738.5,0.998769,0.995075,28703.2,29260.8,0.405573,11488.0,0.015015,28738.5,29260.8,1.0,1.00821,1.01665,-0.00492452,28325.4,28738.5,0.997288
65,1981.02,-0.00513252,0.0151801,28749.5,0.998692,0.994861,28711.9,29278.9,0.405769,11496.2,0.014928,28749.5,29278.9,1.0,1.00857,1.01688,-0.00513924,28331.8,28749.5,0.997144
66,1981.03,-0.00535144,0.0150932,28760.6,0.998612,0.994641,28720.6,29296.9,0.405967,11504.4,0.0148391,28760.6,29296.9,1.0,1.00893,1.01712,-0.00535888,28338.4,28760.6,0.996995
67,1981.05,-0.00557518,0.0150041,28771.7,0.998528,0.994417,28729.4,29314.9,0.406169,11512.8,0.0147482,28771.7,29314.9,1.0,1.00931,1.01736,-0.0055834,28345.0,28771.7,0.996842
68,1981.06,-0.00580369,0.0149131,28783.0,0.998441,0.994187,28738.1,29332.9,0.406372,11521.3,0.0146553,28783.0,29332.9,1.0,1.00969,1.01759,-0.00581275,28351.6,28783.0,0.996684
69,1981.08,-0.0060369,0.01482,28794.4,0.99835,0.993953,28746.9,29350.8,0.406579,11529.9,0.0145605,28794.4,29350.8,1.0,1.01008,1.01782,-0.00604687,28358.4,28794.4,0.996521
70,1981.09,-0.00627475,0.0147249,28805.8,0.998256,0.993714,28755.6,29368.6,0.406788,11538.6,0.0144637,28805.8,29368.6,1.0,1.01048,1.01806,-0.00628571,28365.2,28805.8,0.996354
71,1981.11,-0.00651718,0.0146278,28817.4,0.998158,0.993471,28764.4,29386.4,0.406999,11547.4,0.0143651,28817.4,29386.4,1.0,1.01088,1.01829,-0.0065292,28372.1,28817.4,0.996182
72,1981.12,-0.0067641,0.0145288,28829.2,0.998056,0.993223,28773.1,29404.2,0.407212,11556.3,0.0142647,28829.2,29404.2,1.0,1.0113,1.01851,-0.00677728,28379.0,28829.2,0.996006
73,1981.14,-0.00701545,0.0144278,28841.0,0.99795,0.99297,28781.9,29421.9,0.407428,11565.3,0.0141624,28841.0,29421.9,1.0,1.01172,1.01874,-0.00702986,28386.1,28841.0,0.995825
74,1981.16,-0.00727114,0.0143249,28853.0,0.997841,0.992713,28790.7,29439.6,0.407646,11574.3,0.0140583,28853.0,29439.6,1.0,1.01214,1.01897,-0.00728687,28393.2,28853.0,0.995639
75,1981.17,-0.00753107,0.0142202,28865.1,0.997727,0.992452,28799.5,29457.2,0.407865,11583.5,0.0139524,28865.1,29457.2,1.0,1.01258,1.01919,-0.00754822,28400.3,28865.1,0.995448
76,1981.19,-0.00779515,0.0141136,28877.3,0.997609,0.992186,28808.3,29474.8,0.408087,11592.8,0.0138449,28877.3,29474.8,1.0,1.01302,1.01941,-0.00781383,28407.6,28877.3,0.995253
77,1981.2,-0.00806329,0.0140053,28889.7,0.997488,0.991916,28817.1,29492.3,0.40831,11602.1,0.0137356,28889.7,29492.3,1.0,1.01347,1.01963,-0.00808359,28414.9,28889.7,0.995054
78,1981.22,-0.00833537,0.0138952,28902.2,0.997362,0.991643,28826.0,29509.8,0.408535,11611.5,0.0136247,28902.2,29509.8,1.0,1.01393,1.01985,-0.00835742,28422.4,28902.2,0.994849
79,1981.23,-0.00861129,0.0137834,28914.9,0.997231,0.991365,28834.8,29527.2,0.408761,11621.0,0.0135122,28914.9,29527.2,1.0,1.01439,1.02007,-0.00863519,28429.9,28914.9,0.994641
80,1981.25,-0.00889092,0.01367,28927.7,0.997097,0.991083,28843.7,29544.6,0.408988,11630.6,0.0133982,28927.7,29544.6,1.0,1.01486,1.02028,-0.00891681,28437.4,28927.7,0.994427
81,1981.27,-0.00917416,0.0135549,28940.7,0.996958,0.990798,28852.6,29561.9,0.409217,11640.2,0.0132826,28940.7,29561.9,1.0,1.01534,1.0205,-0.00920215,28445.1,28940.7,0.99421
82,1981.28,-0.00946087,0.0134383,28953.8,0.996815,0.990509,28861.6,29579.2,0.409447,11649.9,0.0131656,28953.8,29579.2,1.0,1.01582,1.02071,-0.00949111,28452.8,28953.8,0.993987
83,1981.3,-0.00975093,0.0133201,28967.1,0.996667,0.990216,28870.6,29596.4,0.409677,11659.7,0.0130472,28967.1,29596.4,1.0,1.01631,1.02092,-0.00978354,28460.7,28967.1,0.993761
84,1981.31,-0.0100442,0.0132005,28980.6,0.996514,0.989921,28879.6,29613.6,0.409909,11669.5,0.0129274,28980.6,29613.6,1.0,1.0168,1.02113,-0.0100793,28468.6,28980.6,0.99353
85,1981.33,-0.0103405,0.0130795,28994.2,0.996358,0.989622,28888.6,29630.8,0.410141,11679.4,0.0128063,28994.2,29630.8,1.0,1.0173,1.02133,-0.0103783,28476.6,28994.2,0.993295
86,1981.34,-0.0106398,0.0129572,29008.0,0.996196,0.98932,28897.7,29647.9,0.410374,11689.4,0.012684,29008.0,29647.9,1.0,1.0178,1.02154,-0.0106804,28484.7,29008.0,0.993056
87,1981.36,-0.0109418,0.0128335,29022.0,0.99603,0.989015,28906.8,29665.0,0.410607,11699.4,0.0125604,29022.0,29665.0,1.0,1.01831,1.02174,-0.0109854,28492.8,29022.0,0.992813
88,1981.38,-0.0112465,0.0127086,29036.2,0.995859,0.988707,28916.0,29682.0,0.41084,11709.4,0.0124358,29036.2,29682.0,1.0,1.01882,1.02194,-0.0112933,28501.1,29036.2,0.992566
89,1981.39,-0.0115536,0.0125826,29050.6,0.995683,0.988396,28925.2,29699.0,0.411074,11719.5,0.01231,29050.6,29699.0,1.0,1.01934,1.02214,-0.0116037,28509.5,29050.6,0.992314
90,1981.41,-0.011863,0.0124554,29065.2,0.995502,0.988083,28934.4,29715.9,0.411307,11729.6,0.0121833,29065.2,29715.9,1.0,1.01986,1.02234,-0.0119166,28517.9,29065.2,0.992059
91,1981.42,-0.0121746,0.0123273,29079.9,0.995317,0.987768,28943.7,29732.8,0.41154,11739.8,0.0120556,29079.9,29732.8,1.0,1.02039,1.02253,-0.0122319,28526.5,29079.9,0.9918
92,1981.44,-0.0124881,0.0121981,29094.9,0.995127,0.987451,28953.1,29749.7,0.411773,11750.0,0.0119271,29094.9,29749.7,1.0,1.02092,1.02272,-0.0125493,28535.1,29094.9,0.991538
93,1981.45,-0.0128035,0.0120681,29110.0,0.994932,0.987131,28962.5,29766.6,0.412005,11760.2,0.0117977,29110.0,29766.6,1.0,1.02145,1.02291,-0.0128687,28543.9,29110.0,0.991272
94,1981.47,-0.0131204,0.0119372,29125.4,0.994732,0.98681,28972.0,29783.4,0.412237,11770.5,0.0116677,29125.4,29783.4,1.0,1.02198,1.0231,-0.0131899,28552.7,29125.4,0.991002
95,1981.48,-0.0134388,0.0118056,29141.0,0.994527,0.986487,28981.5,29800.2,0.412468,11780.8,0.0115369,29141.0,29800.2,1.0,1.02252,1.02329,-0.0135127,28561.7,29141.0,0.990729
96,1981.5,-0.0137584,0.0116733,29156.8,0.994317,0.986163,28991.1,29817.0,0.412698,11791.1,0.0114056,29156.8,29817.0,1.0,1.02306,1.02347,-0.013837,28570.7,29156.8,0.990453
97,1981.52,-0.0140791,0.0115404,29172.8,0.994102,0.985837,29000.7,29833.7,0.412926,11801.4,0.0112737,29172.8,29833.7,1.0,1.0236,1.02366,-0.0141626,28579.9,29172.8,0.990174
98,1981.53,-0.0144007,0.011407,29189.0,0.993882,0.985511,29010.4,29850.4,0.413154,11811.7,0.0111414,29189.0,29850.4,1.0,1.02415,1.02384,-0.0144893,28589.1,29189.0,0.989891
99,1981.55,-0.0147229,0.0112731,29205.5,0.993657,0.985183,29020.2,29867.1,0.41338,11822.0,0.0110087,29205.5,29867.1,1.0,1.02469,1.02402,-0.0148169,28598.5,29205.5,0.989606
100,1981.56,-0.0150456,0.0111389,29222.1,0.993427,0.984855,29030.1,29883.8,0.413604,11832.4,0.0108758,29222.1,29883.8,1.0,1.02524,1.02419,-0.0151452,28608.0,29222.1,0.989318
101,1981.58,-0.0153686,0.0110044,29239.0,0.993192,0.984526,29040.0,29900.5,0.413827,11842.7,0.0107426,29239.1,29900.5,1.0,1.02579,1.02437,-0.015474,28617.6,29239.1,0.989028
102,1981.59,-0.0156917,0.0108697,29256.2,0.992951,0.984197,29050.0,29917.2,0.414047,11853.1,0.0106093,29256.2,29917.2,1.0,1.02634,1.02454,-0.0158031,28627.3,29256.2,0.988735
103,1981.61,-0.0160147,0.0107348,29273.6,0.992706,0.983868,29060.1,29933.8,0.414266,11863.4,0.010476,29273.6,29933.8,1.0,1.02689,1.02471,-0.0161323,28637.1,29273.6,0.988439
104,1981.62,-0.0163373,0.0106,29291.2,0.992456,0.983539,29070.2,29950.5,0.414482,11873.7,0.0103427,29291.2,29950.5,1.0,1.02744,1.02488,-0.0164615,28647.1,29291.2,0.988142
105,1981.64,-0.0166594,0.0104652,29309.1,0.992201,0.98321,29080.5,29967.2,0.414696,11884.0,0.0102095,29309.1,29967.2,1.0,1.02798,1.02504,-0.0167904,28657.1,29309.1,0.987842
106,1981.66,-0.0169808,0.0103305,29327.2,0.99194,0.982881,29090.8,29983.9,0.414907,11894.3,0.0100765,29327.2,29983.9,1.0,1.02853,1.0252,-0.0171187,28667.3,29327.2,0.98754
107,1981.67,-0.0173011,0.0101961,29345.5,0.991675,0.982554,29101.2,30000.5,0.415116,11904.5,0.00994384,29345.5,30000.5,1.0,1.02908,1.02537,-0.0174464,28677.6,29345.5,0.987237
108,1981.69,-0.0176204,0.010062,29364.1,0.991405,0.982227,29111.8,30017.2,0.415322,11914.8,0.00981152,29364.1,30017.2,1.0,1.02962,1.02552,-0.0177731,28688.1,29364.1,0.986932
109,1981.7,-0.0179382,0.00992825,29383.0,0.99113,0.981901,29122.4,30033.9,0.415525,11925.0,0.00967966,29383.0,30033.9,1.0,1.03016,1.02568,-0.0180987,28698.6,29383.0,0.986626
110,1981.72,-0.0182544,0.00979504,29402.1,0.990849,0.981577,29133.1,30050.7,0.415724,11935.2,0.00954834,29402.1,30050.7,1.0,1.0307,1.02584,-0.018423,28709.3,29402.1,0.986318
111,1981.73,-0.0185688,0.00966242,29421.5,0.990564,0.981254,29143.9,30067.4,0.41592,11945.3,0.00941766,29421.5,30067.4,1.0,1.03124,1.02599,-0.0187457,28720.2,29421.5,0.98601
112,1981.75,-0.0188811,0.00953048,29441.1,0.990274,0.980933,29154.8,30084.2,0.416113,11955.4,0.00928769,29441.2,30084.2,1.0,1.03178,1.02614,-0.0190666,28731.1,29441.2,0.9857
113,1981.77,-0.0191912,0.00939932,29461.1,0.989979,0.980614,29165.8,30101.0,0.416302,11965.4,0.00915854,29461.1,30101.0,1.0,1.03231,1.02629,-0.0193855,28742.2,29461.1,0.98539
114,1981.78,-0.0194988,0.00926901,29481.2,0.989679,0.980298,29176.9,30117.9,0.416487,11975.4,0.00903028,29481.2,30117.9,1.0,1.03284,1.02644,-0.0197022,28753.4,29481.2,0.985079
115,1981.8,-0.0198038,0.00913967,29501.7,0.989374,0.979984,29188.2,30134.8,0.416668,11985.4,0.00890301,29501.7,30134.8,1.0,1.03336,1.02658,-0.0200164,28764.8,29501.7,0.984767
116,1981.81,-0.0201058,0.00901137,29522.4,0.989065,0.979672,29199.5,30151.7,0.416845,11995.3,0.00877681,29522.4,30151.7,1.0,1.03388,1.02672,-0.0203281,28776.3,29522.4,0.984456
117,1981.83,-0.0204046,0.00888422,29543.4,0.988751,0.979363,29211.0,30168.7,0.417018,12005.1,0.00865178,29543.4,30168.7,1.0,1.03439,1.02687,-0.0206368,28788.0,29543.4,0.984145
118,1981.84,-0.0207002,0.0087583,29564.6,0.988432,0.979058,29222.6,30185.8,0.417186,12014.9,0.00852801,29564.6,30185.8,1.0,1.0349,1.027,-0.0209424,28799.8,29564.6,0.983833
119,1981.86,-0.0209921,0.00863371,29586.1,0.988108,0.978755,29234.3,30202.9,0.41735,12024.6,0.00840557,29586.1,30202.9,1.0,1.03541,1.02714,-0.0212447,28811.7,29586.1,0.983522
120,1981.88,-0.0212803,0.00851054,29607.9,0.98778,0.978456,29246.1,30220.0,0.417509,12034.2,0.00828457,29607.9,30220.0,1.0,1.03591,1.02728,-0.0215435,28823.8,29607.9,0.983212
121,1981.89,-0.0215644,0.00838889,29630.0,0.987448,0.978161,29258.1,30237.3,0.417664,12043.8,0.00816509,29630.0,30237.3,1.0,1.0364,1.02741,-0.0218385,28836.1,29630.0,0.982902
122,1981.91,-0.0218444,0.00826884,29652.4,0.987111,0.97787,29270.2,30254.6,0.417813,12053.3,0.00804722,29652.4,30254.6,1.0,1.03688,1.02754,-0.0221296,28848.5,29652.4,0.982594
123,1981.92,-0.0221199,0.00815049,29675.0,0.98677,0.977584,29282.4,30272.0,0.417957,12062.7,0.00793105,29675.0,30272.0,1.0,1.03736,1.02767,-0.0224165,28861.1,29675.0,0.982286
124,1981.94,-0.0223907,0.00803393,29697.9,0.986424,0.977301,29294.8,30289.5,0.418096,12072.0,0.00781666,29697.9,30289.5,1.0,1.03783,1.0278,-0.0226989,28873.8,29697.9,0.98198
125,1981.95,-0.0226568,0.00791926,29721.2,0.986074,0.977023,29307.3,30307.1,0.41823,12081.3,0.00770414,29721.2,30307.1,1.0,1.03829,1.02792,-0.0229767,28886.6,29721.2,0.981675
126,1981.97,-0.0229177,0.00780656,29744.6,0.98572,0.97675,29319.9,30324.8,0.418358,12090.4,0.00759359,29744.6,30324.8,1.0,1.03875,1.02805,-0.0232497,28899.7,29744.6,0.981373
127,1981.98,-0.0231734,0.00769592,29768.4,0.985362,0.976482,29332.7,30342.5,0.41848,12099.5,0.00748508,29768.4,30342.5,1.0,1.0392,1.02817,-0.0235176,28912.9,29768.4,0.981072
128,1982.0,-0.0234236,0.00758744,29792.5,0.985,0.97622,29345.6,30360.4,0.418597,12108.4,0.0073787,29792.5,30360.4,1.0,1.03963,1.02829,-0.0237803,28926.3,29792.5,0.980773
129,1982.02,-0.0236681,0.00748119,29816.8,0.984634,0.975963,29358.7,30378.4,0.418708,12117.3,0.00727455,29816.8,30378.4,1.0,1.04006,1.02841,-0.0240375,28939.8,29816.8,0.980476
