,time (year),al,cac,ch4a,ch4bd,ch4ca,ch4e,ch4fpp,co2a,co2ab,co2ca,co2e,co2fch4,co2fpp,co2gdp,dacco2,ecim,ehs,ewff,fch4,fco2,fn2o,fog,ghge,hdo,hts,isc,iscega,kch4ekc,kn2oekf,leco2a,mel,mmch4e,mmf,mmn2oe,mrdi,mrs,n2oa,n2obd,n2oca,n2oe,n2ofpp,nch4e,nn2oe,ow,owlco2,pwa,rehe,tmmf,trhga,trhgs,wvc,wvf
0,1980.0,0.309412,0.0,2.5,0.333333,0.5,0.342443,0.82,2600.0,6.66667,329.114,20.0037,0.916667,0.0032,0.712204,0.0,6.52472,0.0,42.3094,0.41,1.05316,0.090472,0.18,27.9898,0.0,0.0,1200.0,12.0,0.05,0.11,60.0,0.018,0.152443,1.73364,0.00670751,0.000375,0.0015,1.052,0.0110737,0.2104,0.0157075,0.43,0.19,0.009,0.4,1.0,0.4,2.26667,2.63364,0.0100139,0.0100135,2.0,0.9
1,1980.02,0.309412,0.0,2.50014,0.333352,0.500028,0.342469,0.820094,2600.24,6.67062,329.144,20.011,0.916719,0.00320141,0.712005,0.0,6.53019,0.559135,42.3289,0.41007,1.05372,0.0905128,0.180141,27.9977,0.00559915,0.00559888,1199.97,11.9997,0.0499922,0.109983,60.0,0.0180147,0.152469,1.73445,0.00670772,0.000375315,0.00150126,1.05207,0.0110744,0.210414,0.0157077,0.430164,0.19,0.009,0.400335,1.0,0.4,2.26773,2.63485,0.0100139,0.0100135,2.0003,0.900408
2,1980.03,0.309411,0.0,2.50028,0.333371,0.500057,0.342495,0.820188,2600.47,6.67457,329.174,20.0182,0.916771,0.00320281,0.711806,0.0,6.53566,1.11832,42.3485,0.41014,1.05428,0.0905535,0.180281,28.0056,0.0111988,0.0111982,1199.94,11.9994,0.0499844,0.109966,60.0,0.0180293,0.152495,1.73526,0.00670794,0.000375629,0.00150252,1.05214,0.0110752,0.210429,0.0157079,0.430328,0.19,0.009,0.400671,1.0,0.400001,2.26879,2.63607,0.010014,0.0100135,2.0006,0.900815
3,1980.05,0.309411,0.0,2.50043,0.33339,0.500085,0.342521,0.820281,2600.71,6.67852,329.204,20.0255,0.916823,0.00320422,0.711608,0.0,6.54114,1.67754,42.3681,0.410211,1.05484,0.0905943,0.180422,28.0134,0.0167989,0.016798,1199.92,11.9992,0.0499766,0.109948,60.0,0.018044,0.152521,1.73607,0.00670815,0.000375944,0.00150377,1.05222,0.011076,0.210443,0.0157081,0.430492,0.19,0.009,0.401007,1.0,0.400003,2.26985,2.63729,0.010014,0.0100135,2.00091,0.901223
4,1980.06,0.309411,0.0,2.50057,0.333409,0.500114,0.342547,0.820375,2600.95,6.68247,329.234,20.0328,0.916876,0.00320562,0.711409,0.0,6.54661,2.23681,42.3877,0.410281,1.0554,0.090635,0.180563,28.0213,0.0223994,0.0223983,1199.89,11.9989,0.0499688,0.109931,60.0,0.0180587,0.152547,1.73688,0.00670836,0.000376258,0.00150503,1.05229,0.0110767,0.210458,0.0157084,0.430656,0.19,0.009,0.401342,1.0,0.400006,2.27092,2.63851,0.010014,0.0100135,2.00121,0.901631
5,1980.08,0.309411,0.0,2.50071,0.333428,0.500143,0.342573,0.820469,2601.19,6.68643,329.264,20.04,0.916928,0.00320703,0.711211,0.0,6.55208,2.79613,42.4072,0.410351,1.05596,0.0906758,0.180703,28.0291,0.0280004,0.027999,1199.86,11.9986,0.049961,0.109914,60.0,0.0180734,0.152573,1.73769,0.00670857,0.000376573,0.00150629,1.05236,0.0110775,0.210472,0.0157086,0.43082,0.19,0.009,0.401678,1.0,0.40001,2.27198,2.63973,0.010014,0.0100135,2.00151,0.902038
6,1980.09,0.30941,0.0,2.50086,0.333447,0.500171,0.342599,0.820562,2601.42,6.69038,329.294,20.0472,0.91698,0.00320844,0.711013,0.0,6.55756,3.35549,42.4268,0.410422,1.05652,0.0907166,0.180844,28.037,0.0336019,0.0336002,1199.83,11.9983,0.0499531,0.109897,60.0,0.018088,0.152599,1.7385,0.00670877,0.000376887,0.00150755,1.05243,0.0110783,0.210487,0.0157088,0.430984,0.19,0.009,0.402013,1.0,0.400016,2.27304,2.64095,0.010014,0.0100135,2.00181,0.902446
7,1980.11,0.30941,0.0,2.501,0.333467,0.5002,0.342625,0.820656,2601.66,6.69434,329.324,20.0545,0.917033,0.00320984,0.710815,0.0,6.56303,3.9149,42.4464,0.410492,1.05708,0.0907573,0.180984,28.0448,0.0392039,0.0392018,1199.8,11.998,0.0499453,0.10988,60.0,0.0181027,0.152625,1.73931,0.00670898,0.000377202,0.00150881,1.05251,0.011079,0.210501,0.015709,0.431148,0.19,0.009,0.402349,1.0,0.400022,2.27411,2.64217,0.010014,0.0100135,2.00211,0.902854
8,1980.12,0.30941,0.0,2.50114,0.333486,0.500228,0.342651,0.82075,2601.9,6.6983,329.354,20.0617,0.917085,0.00321125,0.710617,0.0,6.56851,4.47435,42.466,0.410562,1.05764,0.0907981,0.181125,28.0527,0.0448063,0.0448039,1199.77,11.9977,0.0499375,0.109863,60.0,0.0181174,0.152651,1.74012,0.00670919,0.000377517,0.00151007,1.05258,0.0110798,0.210516,0.0157092,0.431313,0.19,0.009,0.402685,1.0,0.400029,2.27517,2.64339,0.010014,0.0100135,2.00242,0.903262
9,1980.14,0.30941,0.0,2.50129,0.333505,0.500257,0.342677,0.820844,2602.14,6.70225,329.384,20.069,0.917138,0.00321266,0.710419,0.0,6.57399,5.03385,42.4856,0.410633,1.0582,0.0908389,0.181266,28.0605,0.0504092,0.0504065,1199.75,11.9975,0.0499297,0.109845,60.0,0.0181321,0.152677,1.74094,0.0067094,0.000377832,0.00151133,1.05265,0.0110805,0.21053,0.0157094,0.431477,0.19,0.009,0.40302,1.0,0.400037,2.27623,2.64461,0.010014,0.0100135,2.00272,0.90367
10,1980.16,0.30941,0.0,2.50143,0.333524,0.500286,0.342703,0.820938,2602.37,6.70621,329.414,20.0762,0.91719,0.00321406,0.710221,0.0,6.57946,5.59339,42.5052,0.410703,1.05876,0.0908797,0.181406,28.0683,0.0560125,0.0560095,1199.72,11.9972,0.0499219,0.109828,60.0,0.0181468,0.152703,1.74175,0.00670961,0.000378146,0.00151259,1.05272,0.0110813,0.210545,0.0157096,0.431641,0.19,0.009,0.403356,1.0,0.400047,2.27729,2.64582,0.0100141,0.0100135,2.00302,0.904078
11,1980.17,0.309409,0.0,2.50157,0.333543,0.500314,0.342729,0.821031,2602.61,6.71017,329.444,20.0835,0.917243,0.00321547,0.710024,0.0,6.58494,6.15298,42.5248,0.410774,1.05932,0.0909204,0.181547,28.0762,0.0616164,0.061613,1199.69,11.9969,0.0499141,0.109811,60.0,0.0181614,0.152729,1.74256,0.00670982,0.000378461,0.00151384,1.0528,0.0110821,0.210559,0.0157098,0.431805,0.19,0.009,0.403692,1.0,0.400057,2.27836,2.64704,0.0100141,0.0100135,2.00332,0.904486
12,1980.19,0.309409,0.0,2.50172,0.333562,0.500343,0.342755,0.821125,2602.85,6.71413,329.474,20.0907,0.917296,0.00321688,0.709826,0.0,6.59042,6.71262,42.5444,0.410844,1.05988,0.0909612,0.181688,28.084,0.0672207,0.0672169,1199.66,11.9966,0.0499063,0.109794,60.0,0.0181761,0.152755,1.74337,0.00671003,0.000378776,0.0015151,1.05287,0.0110828,0.210574,0.01571,0.431969,0.19,0.009,0.404028,1.0,0.400068,2.27942,2.64826,0.0100141,0.0100135,2.00362,0.904893
13,1980.2,0.309409,0.0,2.50186,0.333581,0.500372,0.342781,0.821219,2603.09,6.71809,329.505,20.098,0.917348,0.00321828,0.709629,0.0,6.59589,7.2723,42.564,0.410915,1.06044,0.091002,0.181828,28.0919,0.0728254,0.0728213,1199.63,11.9963,0.0498985,0.109777,60.0,0.0181908,0.152781,1.74418,0.00671024,0.000379091,0.00151636,1.05294,0.0110836,0.210588,0.0157102,0.432133,0.19,0.009,0.404363,1.0,0.400081,2.28048,2.64948,0.0100141,0.0100135,2.00393,0.905301
14,1980.22,0.309409,0.0,2.502,0.3336,0.500401,0.342807,0.821312,2603.32,6.72206,329.535,20.1052,0.917401,0.00321969,0.709431,0.0,6.60137,7.83202,42.5836,0.410985,1.061,0.0910428,0.181969,28.0998,0.0784306,0.0784261,1199.6,11.996,0.0498907,0.10976,60.0,0.0182055,0.152807,1.745,0.00671046,0.000379406,0.00151762,1.05301,0.0110843,0.210603,0.0157105,0.432297,0.19,0.009,0.404699,1.0,0.400094,2.28155,2.6507,0.0100141,0.0100135,2.00423,0.90571
15,1980.23,0.309408,0.0,2.50215,0.33362,0.500429,0.342834,0.821406,2603.56,6.72602,329.565,20.1125,0.917454,0.00322109,0.709234,0.0,6.60685,8.39179,42.6032,0.411056,1.06156,0.0910836,0.182109,28.1077,0.0840363,0.0840315,1199.58,11.9958,0.049883,0.109742,60.0,0.0182201,0.152834,1.74581,0.00671067,0.00037972,0.00151888,1.05309,0.0110851,0.210617,0.0157107,0.432461,0.19,0.009,0.405035,1.0,0.400109,2.28261,2.65193,0.0100141,0.0100135,2.00453,0.906118
16,1980.25,0.309408,0.0,2.50229,0.333639,0.500458,0.34286,0.8215,2603.8,6.72998,329.595,20.1198,0.917507,0.0032225,0.709037,0.0,6.61233,8.95161,42.6228,0.411126,1.06212,0.0911245,0.18225,28.1156,0.0896425,0.0896372,1199.55,11.9955,0.0498752,0.109725,60.0,0.0182348,0.15286,1.74662,0.00671089,0.000380035,0.00152014,1.05316,0.0110859,0.210631,0.0157109,0.432625,0.19,0.009,0.405371,1.0,0.400124,2.28367,2.65315,0.0100141,0.0100135,2.00483,0.906526
17,1980.27,0.309408,0.0,2.50243,0.333658,0.500487,0.342886,0.821594,2604.04,6.73395,329.625,20.1271,0.917559,0.00322391,0.70884,0.0,6.61781,9.51147,42.6424,0.411197,1.06268,0.0911653,0.182391,28.1235,0.0952492,0.0952435,1199.52,11.9952,0.0498674,0.109708,60.0,0.0182495,0.152886,1.74743,0.00671111,0.00038035,0.0015214,1.05323,0.0110866,0.210646,0.0157111,0.432789,0.19,0.009,0.405707,1.0,0.40014,2.28474,2.65437,0.0100141,0.0100135,2.00514,0.906934
18,1980.28,0.309408,0.0,2.50258,0.333677,0.500516,0.342912,0.821688,2604.27,6.73791,329.655,20.1344,0.917612,0.00322531,0.708642,0.0,6.62329,10.0714,42.662,0.411268,1.06324,0.0912061,0.182531,28.1314,0.100856,0.10085,1199.49,11.9949,0.0498596,0.109691,60.0,0.0182642,0.152912,1.74825,0.00671133,0.000380665,0.00152266,1.0533,0.0110874,0.21066,0.0157113,0.432953,0.19,0.009,0.406043,1.0,0.400158,2.2858,2.65559,0.0100141,0.0100135,2.00544,0.907342
19,1980.3,0.309408,0.0,2.50272,0.333696,0.500545,0.342939,0.821781,2604.51,6.74188,329.685,20.1417,0.917665,0.00322672,0.708445,0.0,6.62877,10.6313,42.6816,0.411338,1.0638,0.0912469,0.182672,28.1393,0.106464,0.106457,1199.46,11.9946,0.0498518,0.109674,60.0,0.0182788,0.152939,1.74906,0.00671155,0.00038098,0.00152392,1.05337,0.0110881,0.210675,0.0157115,0.433117,0.19,0.009,0.406379,1.0,0.400176,2.28687,2.65681,0.0100142,0.0100135,2.00574,0.90775
20,1980.31,0.309407,0.0,2.50287,0.333716,0.500574,0.342965,0.821875,2604.75,6.74585,329.715,20.1491,0.917718,0.00322812,0.708249,0.0,6.63425,11.1913,42.7012,0.411409,1.06436,0.0912877,0.182813,28.1472,0.112072,0.112065,1199.43,11.9943,0.049844,0.109657,60.0,0.0182935,0.152965,1.74987,0.00671177,0.000381295,0.00152518,1.05345,0.0110889,0.210689,0.0157118,0.433281,0.19,0.009,0.406715,1.0,0.400196,2.28793,2.65803,0.0100142,0.0100135,2.00604,0.908158
21,1980.33,0.309407,0.0,2.50301,0.333735,0.500602,0.342991,0.821969,2604.99,6.74982,329.745,20.1564,0.917771,0.00322953,0.708052,0.0,6.63973,11.7514,42.7209,0.41148,1.06492,0.0913286,0.182953,28.1552,0.11768,0.117673,1199.4,11.994,0.0498362,0.10964,60.0,0.0183082,0.152991,1.75068,0.006712,0.00038161,0.00152644,1.05352,0.0110897,0.210704,0.015712,0.433445,0.19,0.009,0.407051,1.0,0.400216,2.28899,2.65925,0.0100142,0.0100136,2.00635,0.908567
22,1980.34,0.309407,0.0,2.50316,0.333754,0.500631,0.343018,0.822062,2605.23,6.75379,329.776,20.1638,0.917824,0.00323094,0.707855,0.0,6.64521,12.3115,42.7405,0.41155,1.06548,0.0913694,0.183094,28.1632,0.123289,0.123282,1199.38,11.9938,0.0498284,0.109623,60.0,0.0183229,0.153018,1.7515,0.00671223,0.000381925,0.0015277,1.05359,0.0110904,0.210718,0.0157122,0.433609,0.19,0.009,0.407387,1.0,0.400237,2.29006,2.66047,0.0100142,0.0100136,2.00665,0.908975
23,1980.36,0.309407,0.0,2.5033,0.333774,0.50066,0.343044,0.822156,2605.47,6.75776,329.806,20.1711,0.917877,0.00323234,0.707658,0.0,6.65069,12.8716,42.7601,0.411621,1.06605,0.0914102,0.183234,28.1711,0.128899,0.128891,1199.35,11.9935,0.0498206,0.109605,60.0,0.0183376,0.153044,1.75231,0.00671246,0.00038224,0.00152896,1.05366,0.0110912,0.210733,0.0157125,0.433773,0.19,0.009,0.407723,1.0,0.40026,2.29112,2.66169,0.0100142,0.0100136,2.00695,0.909383
24,1980.38,0.309406,0.0,2.50345,0.333793,0.500689,0.343071,0.82225,2605.7,6.76173,329.836,20.1785,0.91793,0.00323375,0.707461,0.0,6.65618,13.4318,42.7798,0.411692,1.06661,0.0914511,0.183375,28.1791,0.134509,0.1345,1199.32,11.9932,0.0498129,0.109588,60.0,0.0183522,0.153071,1.75312,0.00671269,0.000382555,0.00153022,1.05374,0.011092,0.210747,0.0157127,0.433938,0.19,0.009,0.408059,1.0,0.400283,2.29219,2.66292,0.0100142,0.0100136,2.00725,0.909792
25,1980.39,0.309406,0.0,2.50359,0.333812,0.500718,0.343097,0.822344,2605.94,6.7657,329.866,20.1859,0.917983,0.00323516,0.707265,0.0,6.66166,13.992,42.7994,0.411763,1.06717,0.0914919,0.183516,28.1871,0.140119,0.14011,1199.29,11.9929,0.0498051,0.109571,60.0,0.0183669,0.153097,1.75394,0.00671292,0.000382871,0.00153148,1.05381,0.0110927,0.210762,0.0157129,0.434102,0.19,0.009,0.408395,1.0,0.400307,2.29325,2.66414,0.0100142,0.0100136,2.00756,0.9102
26,1980.41,0.309406,0.0,2.50374,0.333832,0.500747,0.343124,0.822437,2606.18,6.76967,329.896,20.1933,0.918037,0.00323656,0.707068,0.0,6.66714,14.5523,42.819,0.411833,1.06773,0.0915328,0.183656,28.1951,0.14573,0.14572,1199.26,11.9926,0.0497973,0.109554,60.0,0.0183816,0.153124,1.75475,0.00671316,0.000383186,0.00153274,1.05388,0.0110935,0.210776,0.0157132,0.434266,0.19,0.009,0.408731,1.0,0.400333,2.29432,2.66536,0.0100142,0.0100136,2.00786,0.910609
27,1980.42,0.309406,0.0,2.50388,0.333851,0.500776,0.343151,0.822531,2606.42,6.77365,329.926,20.2007,0.91809,0.00323797,0.706872,0.0,6.67263,15.1126,42.8387,0.411904,1.06829,0.0915736,0.183797,28.2032,0.151341,0.151331,1199.23,11.9923,0.0497895,0.109537,60.0,0.0183963,0.153151,1.75557,0.00671339,0.000383501,0.001534,1.05395,0.0110942,0.21079,0.0157134,0.43443,0.19,0.009,0.409068,1.0,0.400359,2.29538,2.66658,0.0100143,0.0100136,2.00816,0.911017
28,1980.44,0.309406,0.0,2.50403,0.33387,0.500805,0.343177,0.822625,2606.66,6.77762,329.957,20.2081,0.918143,0.00323937,0.706675,0.0,6.67811,15.673,42.8583,0.411975,1.06885,0.0916145,0.183938,28.2112,0.156953,0.156943,1199.2,11.992,0.0497817,0.10952,60.0,0.0184109,0.153177,1.75638,0.00671363,0.000383816,0.00153526,1.05402,0.011095,0.210805,0.0157136,0.434594,0.19,0.009,0.409404,1.0,0.400386,2.29645,2.66781,0.0100143,0.0100136,2.00846,0.911426
29,1980.45,0.309405,0.0,2.50417,0.33389,0.500834,0.343204,0.822719,2606.9,6.7816,329.987,20.2156,0.918196,0.00324078,0.706479,0.0,6.6836,16.2334,42.8779,0.412046,1.06941,0.0916553,0.184078,28.2192,0.162566,0.162554,1199.18,11.9918,0.049774,0.109503,60.0,0.0184256,0.153204,1.75719,0.00671387,0.000384131,0.00153653,1.0541,0.0110958,0.210819,0.0157139,0.434758,0.19,0.009,0.40974,1.0,0.400414,2.29751,2.66903,0.0100143,0.0100136,2.00877,0.911834
30,1980.47,0.309405,0.0,2.50432,0.333909,0.500864,0.343231,0.822812,2607.13,6.78557,330.017,20.223,0.91825,0.00324219,0.706283,0.0,6.68908,16.7938,42.8976,0.412117,1.06998,0.0916962,0.184219,28.2273,0.168178,0.168167,1199.15,11.9915,0.0497662,0.109486,60.0,0.0184403,0.153231,1.75801,0.00671411,0.000384447,0.00153779,1.05417,0.0110965,0.210834,0.0157141,0.434922,0.19,0.009,0.410076,1.0,0.400443,2.29857,2.67025,0.0100143,0.0100136,2.00907,0.912243
31,1980.48,0.309405,0.0,2.50446,0.333928,0.500893,0.343258,0.822906,2607.37,6.78955,330.047,20.2304,0.918303,0.00324359,0.706086,0.0,6.69457,17.3543,42.9172,0.412188,1.07054,0.0917371,0.184359,28.2354,0.173792,0.173779,1199.12,11.9912,0.0497584,0.109468,60.0,0.018455,0.153258,1.75882,0.00671435,0.000384762,0.00153905,1.05424,0.0110973,0.210848,0.0157143,0.435086,0.19,0.009,0.410413,1.0,0.400473,2.29964,2.67147,0.0100143,0.0100136,2.00937,0.912651
32,1980.5,0.309405,0.0,2.50461,0.333948,0.500922,0.343284,0.823,2607.61,6.79353,330.077,20.2379,0.918357,0.003245,0.70589,0.0,6.70005,17.9149,42.9369,0.412259,1.0711,0.0917779,0.1845,28.2434,0.179405,0.179392,1199.09,11.9909,0.0497506,0.109451,60.0,0.0184697,0.153284,1.75964,0.00671459,0.000385077,0.00154031,1.05431,0.011098,0.210863,0.0157146,0.43525,0.19,0.009,0.410749,1.0,0.400505,2.3007,2.6727,0.0100143,0.0100136,2.00967,0.91306
33,1980.52,0.309404,0.0,2.50476,0.333967,0.500951,0.343311,0.823094,2607.85,6.79751,330.108,20.2454,0.91841,0.00324641,0.705694,0.0,6.70554,18.4755,42.9565,0.41233,1.07166,0.0918188,0.184641,28.2515,0.185019,0.185006,1199.06,11.9906,0.0497429,0.109434,60.0,0.0184843,0.153311,1.76045,0.00671484,0.000385392,0.00154157,1.05438,0.0110988,0.210877,0.0157148,0.435414,0.19,0.009,0.411085,1.0,0.400537,2.30177,2.67392,0.0100143,0.0100136,2.00998,0.913469
34,1980.53,0.309404,0.0,2.5049,0.333987,0.50098,0.343338,0.823187,2608.09,6.80149,330.138,20.2528,0.918464,0.00324781,0.705498,0.0,6.71103,19.0361,42.9762,0.412401,1.07223,0.0918597,0.184781,28.2596,0.190634,0.19062,1199.03,11.9903,0.0497351,0.109417,60.0,0.018499,0.153338,1.76127,0.00671508,0.000385708,0.00154283,1.05446,0.0110995,0.210891,0.0157151,0.435578,0.19,0.009,0.411422,1.0,0.400569,2.30284,2.67514,0.0100143,0.0100136,2.01028,0.913877
35,1980.55,0.309404,0.0,2.50505,0.334006,0.501009,0.343365,0.823281,2608.33,6.80547,330.168,20.2603,0.918517,0.00324922,0.705303,0.0,6.71651,19.5968,42.9959,0.412472,1.07279,0.0919006,0.184922,28.2677,0.196249,0.196235,1199.0,11.99,0.0497273,0.1094,60.0,0.0185137,0.153365,1.76208,0.00671533,0.000386023,0.00154409,1.05453,0.0111003,0.210906,0.0157153,0.435742,0.19,0.009,0.411758,1.0,0.400603,2.3039,2.67637,0.0100143,0.0100136,2.01058,0.914286
36,1980.56,0.309404,0.0,2.50519,0.334026,0.501039,0.343392,0.823375,2608.57,6.80945,330.198,20.2678,0.918571,0.00325062,0.705107,0.0,6.722,20.1575,43.0155,0.412543,1.07335,0.0919415,0.185063,28.2758,0.201865,0.20185,1198.97,11.9897,0.0497195,0.109383,60.0,0.0185284,0.153392,1.7629,0.00671557,0.000386339,0.00154535,1.0546,0.0111011,0.21092,0.0157156,0.435906,0.19,0.009,0.412095,1.0,0.400638,2.30497,2.67759,0.0100144,0.0100136,2.01089,0.914695
37,1980.58,0.309404,0.0,2.50534,0.334045,0.501068,0.343419,0.823469,2608.81,6.81344,330.229,20.2752,0.918625,0.00325203,0.704911,0.0,6.72749,20.7183,43.0352,0.412614,1.07391,0.0919823,0.185203,28.2839,0.207481,0.207465,1198.94,11.9894,0.0497118,0.109366,60.0,0.0185431,0.153419,1.76371,0.00671582,0.000386654,0.00154662,1.05467,0.0111018,0.210935,0.0157158,0.43607,0.19,0.009,0.412431,1.0,0.400674,2.30603,2.67882,0.0100144,0.0100136,2.01119,0.915104
38,1980.59,0.309403,0.0,2.50549,0.334065,0.501097,0.343446,0.823563,2609.05,6.81742,330.259,20.2827,0.918678,0.00325344,0.704716,0.0,6.73298,21.2791,43.0549,0.412685,1.07448,0.0920232,0.185344,28.292,0.213097,0.213081,1198.92,11.9892,0.049704,0.109349,60.0,0.0185577,0.153446,1.76453,0.00671607,0.00038697,0.00154788,1.05475,0.0111026,0.210949,0.0157161,0.436234,0.19,0.009,0.412767,1.0,0.400711,2.3071,2.68004,0.0100144,0.0100136,2.01149,0.915512
39,1980.61,0.309403,0.0,2.50563,0.334084,0.501127,0.343473,0.823656,2609.28,6.8214,330.289,20.2902,0.918732,0.00325484,0.70452,0.0,6.73847,21.84,43.0745,0.412756,1.07504,0.0920641,0.185484,28.3001,0.218714,0.218698,1198.89,11.9889,0.0496962,0.109332,60.0,0.0185724,0.153473,1.76534,0.00671631,0.000387285,0.00154914,1.05482,0.0111033,0.210964,0.0157163,0.436398,0.19,0.009,0.413104,1.0,0.400748,2.30816,2.68127,0.0100144,0.0100136,2.01179,0.915921
40,1980.62,0.309403,0.0,2.50578,0.334104,0.501156,0.3435,0.82375,2609.52,6.82539,330.319,20.2976,0.918786,0.00325625,0.704325,0.0,6.74396,22.4009,43.0942,0.412827,1.0756,0.092105,0.185625,28.3082,0.224332,0.224315,1198.86,11.9886,0.0496885,0.109315,60.0,0.0185871,0.1535,1.76616,0.00671656,0.000387601,0.0015504,1.05489,0.0111041,0.210978,0.0157166,0.436563,0.19,0.009,0.413441,1.0,0.400787,2.30923,2.68249,0.0100144,0.0100136,2.0121,0.91633
41,1980.64,0.309403,0.0,2.50593,0.334123,0.501185,0.343527,0.823844,2609.76,6.82938,330.35,20.3051,0.91884,0.00325766,0.70413,0.0,6.74945,22.9619,43.1139,0.412898,1.07617,0.092146,0.185766,28.3162,0.22995,0.229932,1198.83,11.9883,0.0496807,0.109298,60.0,0.0186018,0.153527,1.76698,0.00671681,0.000387916,0.00155166,1.05496,0.0111049,0.210992,0.0157168,0.436727,0.19,0.009,0.413777,1.0,0.400827,2.31029,2.68371,0.0100144,0.0100136,2.0124,0.916739
42,1980.66,0.309402,0.0,2.50607,0.334143,0.501215,0.343554,0.823937,2610.0,6.83337,330.38,20.3126,0.918894,0.00325906,0.703935,0.0,6.75494,23.5229,43.1336,0.41297,1.07673,0.0921869,0.185906,28.3243,0.235568,0.23555,1198.8,11.988,0.049673,0.10928,60.0,0.0186165,0.153554,1.76779,0.00671706,0.000388232,0.00155293,1.05503,0.0111056,0.211007,0.0157171,0.436891,0.19,0.009,0.414114,1.0,0.400867,2.31136,2.68494,0.0100144,0.0100136,2.0127,0.917148
43,1980.67,0.309402,0.0,2.50622,0.334163,0.501244,0.343581,0.824031,2610.24,6.83735,330.41,20.32,0.918947,0.00326047,0.70374,0.0,6.76043,24.084,43.1532,0.413041,1.07729,0.0922278,0.186047,28.3324,0.241187,0.241168,1198.77,11.9877,0.0496652,0.109263,60.0,0.0186311,0.153581,1.76861,0.0067173,0.000388547,0.00155419,1.05511,0.0111064,0.211021,0.0157173,0.437055,0.19,0.009,0.41445,1.0,0.400908,2.31243,2.68617,0.0100144,0.0100136,2.01301,0.917557
44,1980.69,0.309402,0.0,2.50637,0.334182,0.501274,0.343608,0.824125,2610.48,6.84134,330.441,20.3275,0.919001,0.00326187,0.703546,0.0,6.76592,24.6451,43.1729,0.413112,1.07786,0.0922687,0.186188,28.3405,0.246807,0.246787,1198.74,11.9874,0.0496574,0.109246,60.0,0.0186458,0.153608,1.76942,0.00671755,0.000388863,0.00155545,1.05518,0.0111071,0.211036,0.0157175,0.437219,0.19,0.009,0.414787,1.0,0.400951,2.31349,2.68739,0.0100145,0.0100136,2.01331,0.917966
45,1980.7,0.309402,0.0,2.50651,0.334202,0.501303,0.343634,0.824219,2610.72,6.84533,330.471,20.3349,0.919055,0.00326328,0.703351,0.0,6.77141,25.2062,43.1926,0.413183,1.07842,0.0923096,0.186328,28.3486,0.252427,0.252406,1198.71,11.9871,0.0496497,0.109229,60.0,0.0186605,0.153634,1.77024,0.00671779,0.000389178,0.00155671,1.05525,0.0111079,0.21105,0.0157178,0.437383,0.19,0.009,0.415124,1.0,0.400994,2.31456,2.68862,0.0100145,0.0100137,2.01361,0.918375
46,1980.72,0.309401,0.0,2.50666,0.334222,0.501332,0.343661,0.824313,2610.96,6.84933,330.501,20.3424,0.919109,0.00326469,0.703157,0.0,6.77691,25.7674,43.2123,0.413255,1.07898,0.0923506,0.186469,28.3566,0.258047,0.258026,1198.68,11.9868,0.0496419,0.109212,60.0,0.0186752,0.153661,1.77106,0.00671804,0.000389494,0.00155798,1.05532,0.0111087,0.211064,0.015718,0.437547,0.19,0.009,0.41546,1.0,0.401038,2.31562,2.68984,0.0100145,0.0100137,2.01391,0.918784
47,1980.73,0.309401,0.0,2.50681,0.334241,0.501362,0.343688,0.824406,2611.2,6.85332,330.532,20.3498,0.919164,0.00326609,0.702962,0.0,6.7824,26.3286,43.232,0.413326,1.07955,0.0923915,0.186609,28.3647,0.263668,0.263646,1198.65,11.9865,0.0496342,0.109195,60.0,0.0186899,0.153688,1.77187,0.00671828,0.00038981,0.00155924,1.05539,0.0111094,0.211079,0.0157183,0.437711,0.19,0.009,0.415797,1.0,0.401083,2.31669,2.69107,0.0100145,0.0100137,2.01422,0.919194
48,1980.75,0.309401,0.0,2.50696,0.334261,0.501391,0.343715,0.8245,2611.44,6.85731,330.562,20.3572,0.919218,0.0032675,0.702768,0.0,6.78789,26.8899,43.2517,0.413397,1.08011,0.0924324,0.18675,28.3727,0.269289,0.269267,1198.62,11.9862,0.0496264,0.109178,60.0,0.0187046,0.153715,1.77269,0.00671852,0.000390126,0.0015605,1.05547,0.0111102,0.211093,0.0157185,0.437875,0.19,0.009,0.416134,1.0,0.401129,2.31776,2.69229,0.0100145,0.0100137,2.01452,0.919603
49,1980.77,0.309401,0.0,2.5071,0.334281,0.501421,0.343742,0.824594,2611.68,6.86131,330.592,20.3646,0.919272,0.00326891,0.702575,0.0,6.79339,27.4513,43.2714,0.413469,1.08067,0.0924734,0.186891,28.3807,0.274911,0.274888,1198.59,11.9859,0.0496187,0.109161,60.0,0.0187192,0.153742,1.77351,0.00671876,0.000390441,0.00156177,1.05554,0.0111109,0.211108,0.0157188,0.438039,0.19,0.009,0.416471,1.0,0.401176,2.31882,2.69352,0.0100145,0.0100137,2.01482,0.920012
