,time (year),avca,cap,capis,capus,cbcefca,cdpis,cdpus,cipis,cipus,coca,cpis,cpus,crr,cucpis,cucpus,cucpus1980,ecr,ede,edefca,edelc,etfp,facnc,fracamgdppl,fracamgdppt,incpis,isgdp,lcpis,lcpus,lcpus1980,obsgipis,obsgipus,ogr,oly,oov,oro,owecc,owelc,pede,wsoefca
23,1980.36,8085.48,65765.8,7053.86,839.802,0.993247,4034.42,365.287,8514.18,1756.4,1.0,60286.4,5479.3,0.117006,10580.8,1259.7,909.5,0.00041289,1.02029,1.03812,1.00381,1.00007,1.05302,0.999534,0.99965,8514.18,0.35032,14.943,15.0,15.0,0.0,0.01,0.0590124,27044.6,28505.8,28505.8,1.0,1.0,1.00762,1.50071
24,1980.38,8101.1,65820.3,7069.07,849.35,0.992713,4037.97,365.781,8531.4,1760.91,1.0,60333.6,5486.72,0.117166,10603.6,1274.02,909.5,0.000431065,1.01985,1.0391,1.00391,1.00008,1.05312,0.999451,0.999588,8531.4,0.35085,14.9416,15.0,15.0,0.0,0.01,0.0589346,27067.4,28524.5,28524.5,1.0,1.0,1.00782,1.50068
25,1980.39,8116.54,65875.3,7084.3,858.845,0.992166,4041.52,366.285,8548.44,1765.35,1.0,60381.0,5494.27,0.117327,10626.5,1288.27,909.5,0.000449257,1.01941,1.04004,1.004,1.00008,1.05321,0.999368,0.999526,8548.44,0.35137,14.9402,15.0,15.0,0.0,0.01,0.0588549,27090.2,28543.3,28543.3,1.0,1.0,1.00801,1.50065
26,1980.41,8131.82,65930.5,7099.55,868.288,0.991604,4045.06,366.798,8565.28,1769.72,1.0,60428.5,5501.97,0.117487,10649.3,1302.43,909.5,0.000467464,1.01897,1.04094,1.00409,1.00009,1.0533,0.999285,0.999464,8565.28,0.35188,14.9388,15.0,15.0,0.0,0.01,0.0587734,27112.9,28562.1,28562.1,1.0,1.0,1.00819,1.50061
27,1980.42,8146.93,65986.1,7114.82,877.678,0.991031,4048.59,367.32,8581.95,1774.03,1.0,60476.3,5509.81,0.117647,10672.2,1316.52,909.5,0.000485687,1.01853,1.04178,1.00418,1.0001,1.0534,0.999202,0.999402,8581.95,0.352381,14.9376,15.0,15.0,0.0,0.01,0.0586902,27135.5,28581.0,28581.0,1.0,1.0,1.00836,1.50056
28,1980.44,8161.87,66041.9,7130.1,887.015,0.990445,4052.12,367.852,8598.42,1778.28,1.0,60524.2,5517.78,0.117806,10695.2,1330.52,909.5,0.000503924,1.01808,1.04257,1.00426,1.00011,1.05349,0.999119,0.99934,8598.42,0.352871,14.9364,15.0,15.0,0.0,0.01,0.0586055,27158.1,28599.9,28599.9,1.0,1.0,1.00851,1.50051
29,1980.45,8176.64,66098.1,7145.4,896.299,0.989847,4055.64,368.393,8614.71,1782.46,1.0,60572.3,5525.89,0.117965,10718.1,1344.45,909.5,0.000522177,1.01763,1.04332,1.00433,1.00011,1.05357,0.999036,0.999277,8614.71,0.353353,14.9353,15.0,15.0,0.0,0.01,0.0585193,27180.6,28618.9,28618.9,1.0,1.0,1.00866,1.50045
30,1980.47,8191.26,66154.7,7160.7,905.53,0.989238,4059.16,368.943,8630.8,1786.57,1.0,60620.5,5534.14,0.118123,10741.1,1358.29,909.5,0.000540443,1.01719,1.04402,1.0044,1.00012,1.05366,0.998953,0.999215,8630.8,0.353824,14.9343,15.0,15.0,0.0,0.01,0.0584317,27203.1,28638.0,28638.0,1.0,1.0,1.0088,1.50039
31,1980.48,8205.71,66211.5,7176.02,914.707,0.988619,4062.67,369.502,8646.72,1790.63,1.0,60669.0,5542.52,0.118281,10764.0,1372.06,909.5,0.000558722,1.01673,1.04468,1.00447,1.00013,1.05374,0.99887,0.999152,8646.72,0.354286,14.9333,15.0,15.0,0.0,0.01,0.0583429,27225.5,28657.2,28657.2,1.0,1.0,1.00894,1.50031
32,1980.5,8220.01,66268.7,7191.34,923.831,0.98799,4066.17,370.07,8662.44,1794.62,1.0,60717.6,5551.04,0.118439,10787.0,1385.75,909.5,0.000577015,1.01628,1.04529,1.00453,1.00014,1.05382,0.998786,0.99909,8662.44,0.354738,14.9324,15.0,15.0,0.0,0.01,0.058253,27247.9,28676.5,28676.5,1.0,1.0,1.00906,1.50023
33,1980.52,8234.15,66326.2,7206.66,932.902,0.987351,4069.67,370.646,8677.98,1798.55,1.0,60766.5,5559.7,0.118596,10810.0,1399.35,909.5,0.00059532,1.01583,1.04585,1.00458,1.00015,1.0539,0.998703,0.999027,8677.98,0.355181,14.9315,15.0,15.0,0.0,0.01,0.058162,27270.2,28695.8,28695.8,1.0,1.0,1.00917,1.50014
34,1980.53,8248.13,66384.0,7221.99,941.919,0.986702,4073.17,371.232,8693.33,1802.43,1.0,60815.5,5568.48,0.118752,10833.0,1412.88,909.5,0.000613637,1.01537,1.04637,1.00464,1.00016,1.05398,0.99862,0.998965,8693.33,0.355615,14.9308,15.0,15.0,0.0,0.01,0.05807,27292.5,28715.2,28715.2,1.0,1.0,1.00927,1.50004
35,1980.55,8261.97,66442.1,7237.31,950.883,0.986046,4076.65,371.827,8708.49,1806.24,1.0,60864.7,5577.4,0.118908,10856.0,1426.32,909.5,0.000631965,1.01491,1.04685,1.00468,1.00017,1.05405,0.998536,0.998902,8708.49,0.35604,14.9301,15.0,15.0,0.0,0.01,0.0579771,27314.7,28734.7,28734.7,1.0,1.0,1.00937,1.49994
36,1980.56,8275.65,66500.5,7252.64,959.793,0.985381,4080.14,372.43,8723.47,1810.0,1.0,60914.1,5586.45,0.119063,10879.0,1439.69,909.5,0.000650304,1.01445,1.04728,1.00473,1.00018,1.05411,0.998453,0.99884,8723.47,0.356455,14.9294,15.0,15.0,0.0,0.01,0.0578835,27336.9,28754.3,28754.3,1.0,1.0,1.00946,1.49983
37,1980.58,8289.19,66559.3,7267.96,968.649,0.984708,4083.62,373.042,8738.25,1813.7,1.0,60963.6,5595.62,0.119218,10901.9,1452.97,909.5,0.000668653,1.01399,1.04767,1.00477,1.00019,1.05417,0.99837,0.998777,8738.25,0.356861,14.9288,15.0,15.0,0.0,0.01,0.0577892,27359.1,28774.0,28774.0,1.0,1.0,1.00953,1.49971
38,1980.59,8302.58,66618.3,7283.28,977.452,0.984028,4087.09,373.662,8752.85,1817.35,1.0,61013.4,5604.93,0.119372,10924.9,1466.18,909.5,0.000687011,1.01352,1.04802,1.0048,1.0002,1.05423,0.998286,0.998715,8752.85,0.357258,14.9283,15.0,15.0,0.0,0.01,0.0576943,27381.2,28793.7,28793.7,1.0,1.0,1.0096,1.49958
39,1980.61,8315.83,66677.7,7298.58,986.201,0.98334,4090.56,374.291,8767.27,1820.94,1.0,61063.3,5614.36,0.119525,10947.9,1479.3,909.5,0.000705379,1.01306,1.04832,1.00483,1.00021,1.05429,0.998203,0.998652,8767.27,0.357646,14.9279,15.0,15.0,0.0,0.01,0.0575989,27403.2,28813.6,28813.6,1.0,1.0,1.00966,1.49944
40,1980.62,8328.94,66737.4,7313.88,994.896,0.982647,4094.03,374.928,8781.5,1824.48,1.0,61113.5,5623.93,0.119677,10970.8,1492.34,909.5,0.000723754,1.01259,1.04859,1.00486,1.00022,1.05434,0.99812,0.99859,8781.5,0.358026,14.9275,15.0,15.0,0.0,0.01,0.0575031,27425.3,28833.5,28833.5,1.0,1.0,1.00972,1.49929
41,1980.64,8341.91,66797.4,7329.17,1003.54,0.981947,4097.49,375.574,8795.54,1827.96,1.0,61163.8,5633.61,0.119829,10993.8,1505.31,909.5,0.000742138,1.01212,1.04881,1.00488,1.00023,1.05438,0.998037,0.998527,8795.54,0.358396,14.9271,15.0,15.0,0.0,0.01,0.0574069,27447.3,28853.5,28853.5,1.0,1.0,1.00976,1.49913
42,1980.66,8354.74,66857.7,7344.45,1012.13,0.981241,4100.95,376.228,8809.4,1831.4,1.0,61214.3,5643.42,0.119979,11016.7,1518.19,909.5,0.000760528,1.01165,1.049,1.0049,1.00024,1.05442,0.997954,0.998465,8809.4,0.358758,14.9269,15.0,15.0,0.0,0.01,0.0573104,27469.3,28873.6,28873.6,1.0,1.0,1.0098,1.49897
43,1980.67,8367.44,66918.3,7359.71,1020.66,0.98053,4104.4,376.891,8823.07,1834.78,1.0,61265.0,5653.36,0.120129,11039.6,1530.99,909.5,0.000778924,1.01118,1.04914,1.00491,1.00025,1.05445,0.997871,0.998403,8823.07,0.359111,14.9266,15.0,15.0,0.0,0.01,0.0572138,27491.2,28893.8,28893.8,1.0,1.0,1.00983,1.49879
44,1980.69,8380.0,66979.2,7374.95,1029.14,0.979813,4107.85,377.561,8836.55,1838.11,1.0,61315.8,5663.42,0.120278,11062.4,1543.71,909.5,0.000797327,1.01071,1.04925,1.00492,1.00027,1.05448,0.997788,0.998341,8836.55,0.359456,14.9265,15.0,15.0,0.0,0.01,0.057117,27513.1,28914.1,28914.1,1.0,1.0,1.00985,1.4986
45,1980.7,8392.43,67040.5,7390.17,1037.57,0.979092,4111.3,378.24,8849.85,1841.39,1.0,61366.9,5673.6,0.120426,11085.3,1556.35,909.5,0.000815734,1.01023,1.04931,1.00493,1.00028,1.0545,0.997705,0.998279,8849.85,0.359792,14.9264,15.0,15.0,0.0,0.01,0.0570202,27535.0,28934.5,28934.5,1.0,1.0,1.00986,1.49841
46,1980.72,8404.73,67102.0,7405.38,1045.94,0.978366,4114.74,378.927,8862.97,1844.63,1.0,61418.1,5683.9,0.120573,11108.1,1568.91,909.5,0.000834145,1.00976,1.04934,1.00493,1.00029,1.05452,0.997622,0.998217,8862.97,0.36012,14.9263,15.0,15.0,0.0,0.01,0.0569234,27556.9,28955.0,28955.0,1.0,1.0,1.00987,1.4982
47,1980.73,8416.9,67163.8,7420.56,1054.26,0.977636,4118.18,379.622,8875.9,1847.82,1.0,61469.5,5694.32,0.120719,11130.8,1581.39,909.5,0.00085256,1.00928,1.04933,1.00493,1.0003,1.05453,0.99754,0.998155,8875.9,0.360439,14.9264,15.0,15.0,0.0,0.01,0.0568267,27578.7,28975.6,28975.6,1.0,1.0,1.00987,1.49799
48,1980.75,8428.95,67226.0,7435.72,1062.53,0.976903,4121.62,380.324,8888.65,1850.96,1.0,61521.1,5704.87,0.120865,11153.6,1593.79,909.5,0.000870978,1.00881,1.04929,1.00493,1.00032,1.05454,0.997457,0.998093,8888.65,0.360751,14.9264,15.0,15.0,0.0,0.01,0.0567302,27600.5,28996.2,28996.2,1.0,1.0,1.00986,1.49776
49,1980.77,8440.87,67288.4,7450.86,1070.74,0.976165,4125.06,381.035,8901.22,1854.05,1.0,61572.9,5715.52,0.121009,11176.3,1606.11,909.5,0.000889397,1.00833,1.04921,1.00492,1.00033,1.05454,0.997375,0.998031,8901.22,0.361054,14.9266,15.0,15.0,0.0,0.01,0.0566339,27622.4,29017.0,29017.0,1.0,1.0,1.00984,1.49753
50,1980.78,8452.67,67351.2,7465.96,1078.9,0.975425,4128.49,381.753,8913.61,1857.1,1.0,61624.9,5726.3,0.121152,11198.9,1618.35,909.5,0.000907818,1.00785,1.04909,1.00491,1.00035,1.05453,0.997293,0.99797,8913.61,0.361349,14.9267,15.0,15.0,0.0,0.01,0.0565379,27644.1,29037.9,29037.9,1.0,1.0,1.00982,1.49728
51,1980.8,8464.35,67414.2,7481.04,1087.0,0.974681,4131.92,382.48,8925.81,1860.1,1.0,61677.0,5737.19,0.121294,11221.6,1630.51,909.5,0.00092624,1.00737,1.04893,1.00489,1.00036,1.05452,0.997211,0.997908,8925.81,0.361636,14.927,15.0,15.0,0.0,0.01,0.0564423,27665.9,29058.9,29058.9,1.0,1.0,1.00979,1.49702
52,1980.81,8475.92,67477.5,7496.09,1095.06,0.973935,4135.35,383.214,8937.84,1863.06,1.0,61729.3,5748.2,0.121435,11244.1,1642.59,909.5,0.000944662,1.00689,1.04875,1.00487,1.00037,1.0545,0.99713,0.997847,8937.84,0.361916,14.9272,15.0,15.0,0.0,0.01,0.0563471,27687.7,29079.9,29079.9,1.0,1.0,1.00975,1.49675
53,1980.83,8487.36,67541.2,7511.11,1103.06,0.973186,4138.78,383.955,8949.68,1865.98,1.0,61781.9,5759.33,0.121575,11266.7,1654.59,909.5,0.000963082,1.00642,1.04852,1.00485,1.00039,1.05447,0.997048,0.997786,8949.68,0.362188,14.9276,15.0,15.0,0.0,0.01,0.0562523,27709.4,29101.1,29101.1,1.0,1.0,1.0097,1.49647
54,1980.84,8498.69,67605.1,7526.1,1111.0,0.972435,4142.2,384.704,8961.34,1868.85,1.0,61834.5,5770.56,0.121713,11289.1,1666.51,909.5,0.000981501,1.00594,1.04827,1.00483,1.0004,1.05444,0.996967,0.997725,8961.34,0.362452,14.9279,15.0,15.0,0.0,0.01,0.0561581,27731.2,29122.3,29122.3,1.0,1.0,1.00965,1.49618
55,1980.86,8509.91,67669.3,7541.05,1118.9,0.971682,4145.62,385.461,8972.83,1871.69,1.0,61887.4,5781.91,0.121851,11311.6,1678.35,909.5,0.000999918,1.00546,1.04798,1.0048,1.00042,1.0544,0.996886,0.997665,8972.83,0.362708,14.9284,15.0,15.0,0.0,0.01,0.0560645,27752.9,29143.7,29143.7,1.0,1.0,1.0096,1.49588
56,1980.88,8521.02,67733.8,7555.96,1126.74,0.970928,4149.04,386.225,8984.14,1874.48,1.0,61940.5,5793.37,0.121987,11333.9,1690.11,909.5,0.00101833,1.00498,1.04765,1.00477,1.00043,1.05435,0.996805,0.997604,8984.14,0.362957,14.9289,15.0,15.0,0.0,0.01,0.0559715,27774.7,29165.2,29165.2,1.0,1.0,1.00953,1.49556
57,1980.89,8532.01,67798.6,7570.84,1134.53,0.970171,4152.46,386.996,8995.27,1877.23,1.0,61993.7,5804.94,0.122123,11356.3,1701.79,909.5,0.00103674,1.0045,1.0473,1.00473,1.00045,1.0543,0.996725,0.997544,8995.27,0.363199,14.9294,15.0,15.0,0.0,0.01,0.0558792,27796.4,29186.7,29186.7,1.0,1.0,1.00946,1.49524
58,1980.91,8542.9,67863.7,7585.68,1142.27,0.969414,4155.88,387.775,9006.23,1879.94,1.0,62047.1,5816.62,0.122257,11378.5,1713.4,909.5,0.00105515,1.00402,1.04691,1.00469,1.00047,1.05423,0.996645,0.997484,9006.23,0.363433,14.93,15.0,15.0,0.0,0.01,0.0557876,27818.1,29208.4,29208.4,1.0,1.0,1.00938,1.4949
59,1980.92,8553.69,67929.1,7600.47,1149.95,0.968655,4159.29,388.561,9017.01,1882.62,1.0,62100.7,5828.41,0.122389,11400.7,1724.92,909.5,0.00107354,1.00354,1.04649,1.00465,1.00048,1.05417,0.996565,0.997424,9017.01,0.36366,14.9306,15.0,15.0,0.0,0.01,0.0556968,27839.8,29230.1,29230.1,1.0,1.0,1.0093,1.49455
60,1980.94,8564.37,67994.8,7615.23,1157.58,0.967895,4162.71,389.354,9027.62,1885.25,1.0,62154.5,5840.31,0.122521,11422.8,1736.37,909.5,0.00109194,1.00307,1.04604,1.0046,1.0005,1.05409,0.996486,0.997364,9027.62,0.36388,14.9313,15.0,15.0,0.0,0.01,0.0556068,27861.6,29252.0,29252.0,1.0,1.0,1.00921,1.49419
61,1980.95,8574.95,68060.7,7629.94,1165.16,0.967135,4166.12,390.154,9038.05,1887.85,1.0,62208.4,5852.31,0.122651,11444.9,1747.74,909.5,0.00111032,1.00259,1.04556,1.00456,1.00052,1.05401,0.996407,0.997305,9038.05,0.364093,14.932,15.0,15.0,0.0,0.01,0.0555178,27883.3,29273.9,29273.9,1.0,1.0,1.00911,1.49381
62,1980.97,8585.43,68127.0,7644.61,1172.69,0.966374,4169.54,390.961,9048.31,1890.42,1.0,62262.5,5864.42,0.12278,11466.9,1759.03,909.5,0.0011287,1.00211,1.04505,1.00451,1.00053,1.05392,0.996328,0.997246,9048.31,0.364299,14.9327,15.0,15.0,0.0,0.01,0.0554296,27905.0,29296.0,29296.0,1.0,1.0,1.00901,1.49343
63,1980.98,8595.81,68193.5,7659.23,1180.17,0.965613,4172.95,391.776,9058.4,1892.94,1.0,62316.8,5876.63,0.122908,11488.8,1770.25,909.5,0.00114707,1.00164,1.04451,1.00445,1.00055,1.05382,0.996249,0.997187,9058.4,0.364498,14.9335,15.0,15.0,0.0,0.01,0.0553424,27926.7,29318.2,29318.2,1.0,1.0,1.0089,1.49303
64,1981.0,8606.09,68260.3,7673.81,1187.59,0.964852,4176.36,392.597,9068.32,1895.43,1.0,62371.3,5888.95,0.123034,11510.7,1781.39,909.5,0.00116543,1.00117,1.04395,1.00439,1.00057,1.05371,0.996171,0.997128,9068.32,0.36469,14.9344,15.0,15.0,0.0,0.01,0.0552561,27948.5,29340.4,29340.4,1.0,1.0,1.00879,1.49262
65,1981.02,8616.28,68327.3,7688.33,1194.96,0.96409,4179.77,393.425,9078.07,1897.89,1.0,62426.0,5901.37,0.123159,11532.5,1792.45,909.5,0.00118378,1.00069,1.04335,1.00433,1.00059,1.0536,0.996093,0.99707,9078.07,0.364876,14.9353,15.0,15.0,0.0,0.01,0.055171,27970.2,29362.8,29362.8,1.0,1.0,1.00867,1.4922
66,1981.03,8626.37,68394.7,7702.81,1202.29,0.963329,4183.18,394.26,9087.65,1900.31,1.0,62480.8,5913.9,0.123283,11554.2,1803.43,909.5,0.00120212,1.00022,1.04273,1.00427,1.00061,1.05347,0.996016,0.997012,9087.65,0.365055,14.9362,15.0,15.0,0.0,0.01,0.0550868,27992.0,29385.2,29385.2,1.0,1.0,1.00855,1.49176
67,1981.05,8636.37,68462.3,7717.23,1209.56,0.962569,4186.59,395.102,9097.07,1902.7,1.0,62535.8,5926.52,0.123405,11575.9,1814.34,909.5,0.00122045,0.999756,1.04208,1.00421,1.00063,1.05334,0.995939,0.996954,9097.07,0.365228,14.9372,15.0,15.0,0.0,0.01,0.0550038,28013.8,29407.8,29407.8,1.0,1.0,1.00842,1.49131
68,1981.06,8646.29,68530.2,7731.61,1216.78,0.961808,4190.0,395.95,9106.32,1905.06,1.0,62590.9,5939.25,0.123526,11597.4,1825.17,909.5,0.00123876,0.999289,1.0414,1.00414,1.00064,1.05321,0.995862,0.996897,9106.32,0.365394,14.9382,15.0,15.0,0.0,0.01,0.0549219,28035.5,29430.5,29430.5,1.0,1.0,1.00828,1.49085
69,1981.08,8656.11,68598.4,7745.93,1223.95,0.961048,4193.42,396.805,9115.41,1907.38,1.0,62646.3,5952.07,0.123645,11618.9,1835.92,909.5,0.00125706,0.998825,1.0407,1.00407,1.00066,1.05306,0.995786,0.996839,9115.41,0.365554,14.9392,15.0,15.0,0.0,0.01,0.0548412,28057.3,29453.2,29453.2,1.0,1.0,1.00814,1.49038
70,1981.09,8665.85,68666.8,7760.19,1231.07,0.960289,4196.83,397.667,9124.33,1909.67,1.0,62701.8,5965.0,0.123764,11640.3,1846.6,909.5,0.00127535,0.998362,1.03997,1.004,1.00068,1.05291,0.99571,0.996782,9124.33,0.365707,14.9403,15.0,15.0,0.0,0.01,0.0547617,28079.1,29476.1,29476.1,1.0,1.0,1.00799,1.48989
71,1981.11,8675.5,68735.5,7774.4,1238.14,0.959531,4200.24,398.535,9133.09,1911.94,1.0,62757.5,5978.02,0.12388,11661.6,1857.2,909.5,0.00129362,0.997902,1.03922,1.00392,1.0007,1.05274,0.995634,0.996726,9133.09,0.365855,14.9414,15.0,15.0,0.0,0.01,0.0546834,28101.0,29499.1,29499.1,1.0,1.0,1.00784,1.48939
72,1981.12,8685.07,68804.5,7788.56,1245.15,0.958774,4203.65,399.409,9141.69,1914.17,1.0,62813.3,5991.14,0.123995,11682.8,1867.73,909.5,0.00131188,0.997445,1.03844,1.00384,1.00072,1.05258,0.995559,0.996669,9141.69,0.365996,14.9426,15.0,15.0,0.0,0.01,0.0546063,28122.8,29522.1,29522.1,1.0,1.0,1.00769,1.48888
73,1981.14,8694.56,68873.7,7802.65,1252.12,0.958019,4207.06,400.29,9150.13,1916.37,1.0,62869.3,6004.35,0.124109,11704.0,1878.18,909.5,0.00133012,0.99699,1.03764,1.00376,1.00074,1.0524,0.995484,0.996613,9150.13,0.366131,14.9438,15.0,15.0,0.0,0.01,0.0545305,28144.7,29545.3,29545.3,1.0,1.0,1.00753,1.48835
74,1981.16,8703.97,68943.2,7816.69,1259.04,0.957264,4210.48,401.178,9158.41,1918.54,1.0,62925.5,6017.66,0.124221,11725.0,1888.56,909.5,0.00134834,0.996538,1.03682,1.00368,1.00076,1.05221,0.99541,0.996558,9158.41,0.366261,14.945,15.0,15.0,0.0,0.01,0.0544561,28166.6,29568.5,29568.5,1.0,1.0,1.00736,1.48782
75,1981.17,8713.3,69012.9,7830.66,1265.91,0.956511,4213.89,402.071,9166.54,1920.69,1.0,62981.9,6031.07,0.124332,11746.0,1898.87,909.5,0.00136654,0.996088,1.03597,1.0036,1.00079,1.05202,0.995336,0.996502,9166.54,0.366385,14.9462,15.0,15.0,0.0,0.01,0.0543829,28188.5,29591.9,29591.9,1.0,1.0,1.00719,1.48727
76,1981.19,8722.56,69082.9,7844.58,1272.73,0.955759,4217.31,402.971,9174.51,1922.81,1.0,63038.4,6044.57,0.124441,11766.9,1909.1,909.5,0.00138473,0.995642,1.0351,1.00351,1.00081,1.05181,0.995263,0.996447,9174.51,0.366502,14.9475,15.0,15.0,0.0,0.01,0.0543111,28210.4,29615.3,29615.3,1.0,1.0,1.00702,1.4867
77,1981.2,8731.74,69153.2,7858.43,1279.5,0.955009,4220.73,403.877,9182.33,1924.9,1.0,63095.0,6058.16,0.124549,11787.6,1919.26,909.5,0.00140289,0.9952,1.03421,1.00342,1.00083,1.0516,0.99519,0.996392,9182.33,0.366615,14.9489,15.0,15.0,0.0,0.01,0.0542406,28232.4,29638.9,29638.9,1.0,1.0,1.00684,1.48613
78,1981.22,8740.85,69223.7,7872.22,1286.23,0.95426,4224.15,404.789,9189.99,1926.96,1.0,63151.9,6071.84,0.124655,11808.3,1929.34,909.5,0.00142104,0.99476,1.03331,1.00333,1.00085,1.05138,0.995117,0.996338,9189.99,0.366721,14.9502,15.0,15.0,0.0,0.01,0.0541716,28254.3,29662.5,29662.5,1.0,1.0,1.00666,1.48554
79,1981.23,8749.89,69294.5,7885.95,1292.9,0.953514,4227.57,405.707,9197.51,1929.0,1.0,63208.9,6085.61,0.12476,11828.9,1939.35,909.5,0.00143916,0.994325,1.03238,1.00324,1.00087,1.05116,0.995044,0.996283,9197.51,0.366823,14.9516,15.0,15.0,0.0,0.01,0.0541039,28276.3,29686.3,29686.3,1.0,1.0,1.00648,1.48494
80,1981.25,8758.85,69365.5,7899.61,1299.53,0.952769,4230.99,406.631,9204.87,1931.02,1.0,63266.0,6099.47,0.124863,11849.4,1949.29,909.5,0.00145726,0.993893,1.03143,1.00314,1.0009,1.05092,0.994973,0.996229,9204.87,0.366918,14.953,15.0,15.0,0.0,0.01,0.0540376,28298.4,29710.1,29710.1,1.0,1.0,1.00629,1.48432
81,1981.27,8767.75,69436.8,7913.21,1306.11,0.952026,4234.42,407.562,9212.09,1933.01,1.0,63323.4,6113.42,0.124965,11869.8,1959.16,909.5,0.00147534,0.993465,1.03046,1.00305,1.00092,1.05068,0.994901,0.996176,9212.09,0.367009,14.9545,15.0,15.0,0.0,0.01,0.0539728,28320.4,29734.1,29734.1,1.0,1.0,1.00609,1.48369
82,1981.28,8776.59,69508.3,7926.74,1312.64,0.951286,4237.84,408.498,9219.16,1934.97,1.0,63380.8,6127.46,0.125065,11890.1,1968.95,909.5,0.0014934,0.993041,1.02947,1.00295,1.00094,1.05043,0.99483,0.996122,9219.16,0.367094,14.9559,15.0,15.0,0.0,0.01,0.0539094,28342.5,29758.1,29758.1,1.0,1.0,1.00589,1.48305
83,1981.3,8785.36,69580.1,7940.2,1319.12,0.950547,4241.27,409.439,9226.08,1936.91,1.0,63438.5,6141.59,0.125164,11910.3,1978.68,909.5,0.00151143,0.992621,1.02847,1.00285,1.00096,1.05017,0.994759,0.996069,9226.08,0.367174,14.9574,15.0,15.0,0.0,0.01,0.0538475,28364.6,29782.2,29782.2,1.0,1.0,1.00569,1.4824
84,1981.31,8794.06,69652.1,7953.6,1325.55,0.949811,4244.7,410.387,9232.86,1938.83,1.0,63496.3,6155.8,0.125261,11930.4,1988.33,909.5,0.00152944,0.992206,1.02745,1.00274,1.00099,1.0499,0.994689,0.996016,9232.86,0.367248,14.9589,15.0,15.0,0.0,0.01,0.053787,28386.8,29806.5,29806.5,1.0,1.0,1.00549,1.48174
85,1981.33,8802.71,69724.3,7966.92,1331.94,0.949077,4248.14,411.34,9239.5,1940.73,1.0,63554.2,6170.1,0.125356,11950.4,1997.91,909.5,0.00154742,0.991796,1.02641,1.00264,1.00101,1.04962,0.994619,0.995964,9239.5,0.367318,14.9605,15.0,15.0,0.0,0.01,0.0537281,28409.0,29830.8,29830.8,1.0,1.0,1.00528,1.48106
86,1981.34,8811.29,69796.8,7980.18,1338.28,0.948345,4251.58,412.299,9246.0,1942.6,1.0,63612.3,6184.49,0.12545,11970.3,2007.43,909.5,0.00156537,0.99139,1.02535,1.00254,1.00104,1.04934,0.994549,0.995912,9246.0,0.367383,14.9621,15.0,15.0,0.0,0.01,0.0536706,28431.2,29855.2,29855.2,1.0,1.0,1.00507,1.48037
87,1981.36,8819.82,69869.6,7993.36,1344.58,0.947616,4255.02,413.264,9252.37,1944.45,1.0,63670.6,6198.96,0.125542,11990.0,2016.87,909.5,0.0015833,0.990989,1.02429,1.00243,1.00106,1.04904,0.99448,0.99586,9252.37,0.367443,14.9637,15.0,15.0,0.0,0.01,0.0536146,28453.4,29879.7,29879.7,1.0,1.0,1.00486,1.47967
88,1981.38,8828.29,69942.5,8006.48,1350.83,0.946889,4258.46,414.234,9258.59,1946.29,1.0,63729.0,6213.51,0.125633,12009.7,2026.24,909.5,0.0016012,0.990593,1.0232,1.00232,1.00109,1.04874,0.994411,0.995808,9258.59,0.367498,14.9653,15.0,15.0,0.0,0.01,0.0535601,28475.7,29904.3,29904.3,1.0,1.0,1.00464,1.47895
89,1981.39,8836.71,70015.7,8019.52,1357.03,0.946165,4261.91,415.21,9264.68,1948.1,1.0,63787.6,6228.14,0.125722,12029.3,2035.54,909.5,0.00161907,0.990202,1.02211,1.00221,1.00111,1.04843,0.994342,0.995757,9264.68,0.367548,14.9669,15.0,15.0,0.0,0.01,0.0535071,28498.0,29929.0,29929.0,1.0,1.0,1.00442,1.47823
90,1981.41,8845.07,70089.1,8032.49,1363.19,0.945443,4265.36,416.191,9270.64,1949.89,1.0,63846.3,6242.86,0.12581,12048.7,2044.78,909.5,0.00163692,0.989817,1.02099,1.0021,1.00114,1.04811,0.994274,0.995705,9270.64,0.367593,14.9686,15.0,15.0,0.0,0.01,0.0534556,28520.4,29953.8,29953.8,1.0,1.0,1.0042,1.47749
91,1981.42,8853.38,70162.8,8045.39,1369.3,0.944724,4268.81,417.177,9276.47,1951.67,1.0,63905.1,6257.66,0.125896,12068.1,2053.95,909.5,0.00165473,0.989437,1.01987,1.00199,1.00116,1.04779,0.994206,0.995654,9276.47,0.367634,14.9703,15.0,15.0,0.0,0.01,0.0534056,28542.8,29978.7,29978.7,1.0,1.0,1.00397,1.47674
92,1981.44,8861.65,70236.7,8058.21,1375.36,0.944008,4272.27,418.169,9282.17,1953.42,1.0,63964.2,6272.53,0.12598,12087.3,2063.05,909.5,0.00167251,0.989063,1.01874,1.00187,1.00119,1.04745,0.994138,0.995604,9282.17,0.36767,14.9719,15.0,15.0,0.0,0.01,0.0533572,28565.2,30003.6,30003.6,1.0,1.0,1.00375,1.47598
93,1981.45,8869.86,70310.8,8070.96,1381.39,0.943294,4275.73,419.166,9287.74,1955.16,1.0,64023.3,6287.49,0.126063,12106.4,2072.08,909.5,0.00169026,0.988695,1.01759,1.00176,1.00121,1.04711,0.994071,0.995553,9287.74,0.367702,14.9737,15.0,15.0,0.0,0.01,0.0533103,28587.7,30028.7,30028.7,1.0,1.0,1.00352,1.47521
